store_type,store,owned/rented,own_rent,city,rating,address,total_sqft,employees,programs,programs_val,Dpmo
Departmental Store,2,owned,1,Mumbai,3,"Gurdev Nagar Silver Arc Mall, 3rd &5th floor, Gurdev Nagar, Ludhiana, Punjab 141001",12983,10,IHS,2,23
Restraunt,7,rented,2,Gandhinagar,3,"1-G, Malhar Cinema Rd, G - Block, Sarabha Nagar, Ludhiana, Punjab 141001",18234,10,IHS,2,11
Grocery,3,owned,1,Dwarka,5,"Booth No 7, Madhya Marg, Near SCO No 17, Sector 7C, Chandigarh, 160001",18002,7,Locker,3,55
Departmental Store,2,rented,2,Mumbai,3,"ground Floor, plot no New Plaza Marker, Gurgaon, 15, Sector 14, Gurugram, Haryana 122001",1100,20,Locker,3,8
Bank,1,owned,1,Gurgaon,3,"183, Silver County Road, Kudlu, Bengaluru, Karnataka 560068",1686,11,3P,1,43
Restraunt,7,owned,1,Mumbai,4,"Subhash Rd, Vishnu Prasad Society, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057",10300,14,IHS,2,20
Movie theater,6,owned,1,Gurgaon,3,"157, Khadilkar Road, Shop No. 8; Nawalkar Bldg, Girgaon, Mumbai, Maharashtra 400004",6105,11,Locker,3,59
Gym,4,owned,1,Chandigarh,5,"SN 85, Kala Niketan, The Mall Rd, Nr Minerva Hotel, Shimla, Himachal Pradesh 171001",36125,5,IHS,2,12
Restraunt,7,owned,1,Mumbai,3,"Rakh Bagh, Koh - E - Fiza, Ludhiana, Punjab 141001",3864,14,IHS,2,67
Lifestyle Store,5,owned,1,Noida,2,"271/1, Dr Hira Singh Rd, Maya Nagar, Ludhiana, Punjab 141001",23413,8,IHS,2,50
Bank,1,owned,1,Noida,3,"97/1-a, Near Modi Hospital, Khirki, Main Press Enclave Road, Malviya Nagar, Malviya Nagar, Khirki Extension, Khidki Village, Malviya Nagar, New Delhi, Delhi 110017",2852,12,Helix,4,20
Departmental Store,2,owned,1,Mumbai,5,"The Westin Hotel, Number 1, MG Road, Sector 29, Gurugram, Haryana 122009",1200,12,Locker,3,81
Gym,4,owned,1,Ghaziabad,1,"183, Silver County Road, Kudlu, Bengaluru, Karnataka 560068",1299,10,3P,1,50
Departmental Store,2,owned,1,Noida,3,"43, BRIGADE ROAD, CIVIL STATION, Bengaluru, Karnataka 560001",1299,20,Helix,4,42
Movie theater,6,owned,1,Mumbai,3,"Chahrajwala, Grand Trunk Rd, Putligarh, Amritsar, Punjab 143001",13970,10,IHS,2,50
Movie theater,6,owned,1,Noida,5,"43, BRIGADE ROAD, CIVIL STATION, Bengaluru, Karnataka 560001",18002,10,Locker,3,81
Pharmacy,7,rented,2,Ghaziabad,3,"1-G, Malhar Cinema Rd, G - Block, Sarabha Nagar, Ludhiana, Punjab 141001",2800,5,Locker,3,67
Gym,4,rented,2,Gandhinagar,3,"157, Khadilkar Road, Shop No. 8; Nawalkar Bldg, Girgaon, Mumbai, Maharashtra 400004",30875,20,3P,1,90
Departmental Store,2,owned,1,Mumbai,3,"Shop No 4. 17, Hill Road, Near Mehboob Studio Opposite Damian Showroom, Bandra West, Mumbai, Maharashtra 400050",35000,12,IHS,2,95
Pharmacy,7,owned,1,Chandigarh,1,"Shop No.10 Goal Bagh Opp:-Railway Station, Amritsar, Punjab 143001",1200,30,IHS,2,23
Departmental Store,2,owned,1,Amritsar,5,"Shop No.10 Goal Bagh Opp:-Railway Station, Amritsar, Punjab 143001",1299,4,3P,1,45
Movie theater,6,owned,1,Pune,2,"No 92, Appu Rao Road, 6Th Main, Bull Temple Rd, Raghavendra Colony, Chamrajpet, Bengaluru, Karnataka 560019",2800,6,Locker,3,45
Grocery,3,rented,2,CP,5,"115-117, Jhalawar, Patanwala Indl. Estate,Opp, Shreyas Cinema Road, LBS Rd, Ghatkopar West, Mumbai, Maharashtra 400086",23413,20,Locker,3,8
Bank,1,owned,1,CP,5,"4N Block, Srirampura, Bengaluru, Karnataka 560021",1800,5,Locker,3,45
Departmental Store,2,owned,1,Dwarka,3,"Haiko mall, Main Street, Central Avenue, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",23413,3,Locker,3,81
Restraunt,7,owned,1,Ghaziabad,5,"Reliance MediaWorks Ltd, Ansal Plaza, 3rd, G Block, Palam Vihar, Gurugram, Haryana 122017",23413,11,Locker,3,52
Pharmacy,7,owned,1,Gurgaon,1,"Chahrajwala, Grand Trunk Rd, Putligarh, Amritsar, Punjab 143001",9431,11,IHS,2,14
Pharmacy,7,owned,1,Dwarka,3,"A-194, Okhla Industrial Area, Phase-1, Pocket C, Okhla Phase I, Okhla Industrial Area, New Delhi, Delhi 110020",1686,4,3P,1,20
Movie theater,6,owned,1,CP,2,"106, Canal Street, 1st Floor, Shreebhumi, Lake Town, Kolkata, West Bengal 700048",1299,3,Helix,4,8
Grocery,3,rented,2,Noida,3,"Shop No. 5, Labh Ashish CHSL, Opp. CNM School Dadabhai Road, Off, SV Rd, Vile Parle West, Mumbai, Maharashtra 400056",6630,30,Locker,3,81
Lifestyle Store,5,rented,2,Gurgaon,5,"E/1-282, Gauravaddo, Calangute, Goa 403516",20002,20,IHS,2,45
Departmental Store,2,owned,1,Noida,1,"Shop No. 5, Labh Ashish CHSL, Opp. CNM School Dadabhai Road, Off, SV Rd, Vile Parle West, Mumbai, Maharashtra 400056",23413,11,Locker,3,12
Lifestyle Store,5,owned,1,Karol Bagh,2,"183, Silver County Road, Kudlu, Bengaluru, Karnataka 560068",6636,14,IHS,2,45
Departmental Store,2,owned,1,Gurgaon,2,"Sasthamangalam Shree Dhanya Apex 31/747 Sasthamangalam Opp Alibaba And Dishes Sreedhanya Homes, Thiruvananthapuram, Kerala 695010",35000,10,IHS,2,81
Pharmacy,7,rented,2,Mumbai,3,"4-9D, Radha Krishna Tower, Basement Sec.4, Vaishali Main Market, Opp.- Shopprix Mall, Ghaziabad, Uttar Pradesh 201014",1299,4,Locker,3,45
Bank,1,owned,1,Dwarka,5,"block no 331 shop, No 5, 15 A, A Block, Sector 15, Noida, Uttar Pradesh 201301",11000,3,3P,1,95
Pharmacy,7,owned,1,Noida,5,"Shop No. 5, Labh Ashish CHSL, Opp. CNM School Dadabhai Road, Off, SV Rd, Vile Parle West, Mumbai, Maharashtra 400056",1953,5,IHS,2,3
Bank,1,owned,1,CP,5,"1-G, Malhar Cinema Rd, G - Block, Sarabha Nagar, Ludhiana, Punjab 141001",3945,8,IHS,2,4
Gym,4,owned,1,Gandhinagar,5,"4-9D, Radha Krishna Tower, Basement Sec.4, Vaishali Main Market, Opp.- Shopprix Mall, Ghaziabad, Uttar Pradesh 201014",1234,30,IHS,2,67
Restraunt,7,owned,1,Jalandar,3,"Goa Mall MALL DE GOA NH66 PORVORIM, PILEME, Porvorim, Pilerne, Goa 403501",12983,11,IHS,2,15
Pharmacy,7,owned,1,Jalandar,3,"Shop No, 225, Rani Jhansi Rd, Mall Enclave, Civil Lines, Ludhiana, Punjab 141001",3210,10,Helix,4,20
Gym,4,rented,2,Noida,5,"3rd Floor The Great India Place Plot No A-2, Noida, Uttar Pradesh 201301",18002,14,3P,1,13
Bank,1,owned,1,CP,5,"66 d, Beauty Avenue, Amritsar, Punjab 143104",2301,11,IHS,2,54
Lifestyle Store,5,owned,1,Mumbai,1,"Gurdev Nagar Silver Arc Mall, 3rd &5th floor, Gurdev Nagar, Ludhiana, Punjab 141001",3210,10,IHS,2,13
Restraunt,7,owned,1,Noida,3,"183, Silver County Road, Kudlu, Bengaluru, Karnataka 560068",1830,21,Locker,3,16
Movie theater,6,owned,1,Chandigarh,5,"Sasthamangalam Shree Dhanya Apex 31/747 Sasthamangalam Opp Alibaba And Dishes Sreedhanya Homes, Thiruvananthapuram, Kerala 695010",23413,4,Helix,4,8
Movie theater,6,owned,1,CP,3,"5/175/18(3), Opposite Government High School, Shantinagar, Durgabhat, Ponda, Goa 403401",9860,14,IHS,2,20
Pharmacy,7,owned,1,Noida,3,"4-9D, Radha Krishna Tower, Basement Sec.4, Vaishali Main Market, Opp.- Shopprix Mall, Ghaziabad, Uttar Pradesh 201014",2141,11,IHS,2,8
Movie theater,6,rented,2,Noida,3,"Himalaya Marg, Kajheri Village, Sector 52, Chandigarh, 160056",2092,5,IHS,2,66
Grocery,3,owned,1,Mumbai,4,"Chintel House, 501, National Highway 25, 16, Station Rd, Udaiganj, Lalkuan, Lucknow, Uttar Pradesh 226019",23413,3,Locker,3,13
Movie theater,6,owned,1,Noida,5,"Plot No. 301, 1, Vaddy, Siolim, Goa 403517",18002,12,Locker,3,67
Restraunt,7,owned,1,Gandhinagar,3,"4N Block, Srirampura, Bengaluru, Karnataka 560021",1817,14,IHS,2,45
Gym,4,rented,2,Noida,4,"Gurdev Nagar Silver Arc Mall, 3rd &5th floor, Gurdev Nagar, Ludhiana, Punjab 141001",2837,12,3P,1,15
Restraunt,7,rented,2,Noida,2,"Pashan Cir, Pashan Gaon, Pashan, Pune, Maharashtra 411008",3450,11,Locker,3,8
Movie theater,6,rented,2,Gurgaon,4,"DLF Mall Of India, Sector 18, Noida, Uttar Pradesh 201301",2296,8,3P,1,45
Bank,1,rented,2,Gurgaon,5,"Shop No.10 Goal Bagh Opp:-Railway Station, Amritsar, Punjab 143001",1299,12,Helix,4,8
Movie theater,6,owned,1,Jalandar,1,"Shop No, 225, Rani Jhansi Rd, Mall Enclave, Civil Lines, Ludhiana, Punjab 141001",2498,23,3P,1,54
Movie theater,6,owned,1,Chandigarh,2,"Opp Foot Bridge, E-245, Rua de Ourém, Altinho, Panaji, Goa 403001",2309,11,Helix,4,90
Movie theater,6,owned,1,Gurgaon,3,"Opposite Rithala Metro Station, Swarn Jayanti Park, Sector 10, Rohini, New Delhi, Delhi 110085",2498,4,IHS,2,67
Bank,1,owned,1,Noida,1,"DLF Mall Of India, Sector 18, Noida, Uttar Pradesh 201301",4940,10,Helix,4,45
Bank,1,rented,2,Mumbai,3,"Savitribai Phule Pune University, Vidyapeeth Road, Ganeshkhind, Pune, Maharashtra 411007",20002,20,Locker,3,45
Pharmacy,7,rented,2,CP,1,"B19, Omaxe City Centre, Sohna Rd, Sector 49, Gurugram, Haryana 122018",6105,14,Locker,3,24
Bank,1,owned,1,Gurgaon,1,"12, Chandragupta Marg, Chanakyapuri, New Delhi, Delhi 110021",1800,24,IHS,2,3
Bank,1,owned,1,CP,1,"SJRA 230, KOCHI COCHIN ERNAKULAM KERALA, S Janatha Rd, Palarivattom, Kochi, Kerala 6820250",18002,14,IHS,2,32
Departmental Store,2,owned,1,Mumbai,3,"Building No: 36A, Mall Road, Amritsar, Punjab 143001",12983,11,IHS,2,11
Gym,4,owned,1,Gurgaon,3,"BAY SHOP NO 53, 15D, Sector 15, Chandigarh, 160015",1299,10,Locker,3,59
Restraunt,7,owned,1,Dwarka,3,"4-9D, Radha Krishna Tower, Basement Sec.4, Vaishali Main Market, Opp.- Shopprix Mall, Ghaziabad, Uttar Pradesh 201014",20002,5,Locker,3,23
Bank,1,rented,2,Mumbai,5,"E/1-282, Gauravaddo, Calangute, Goa 403516",23413,10,3P,1,45
Grocery,3,owned,1,Jalandar,3,"DLF Mall Of India, Sector 18, Noida, Uttar Pradesh 201301",23452,3,Locker,3,45
Movie theater,6,owned,1,Gurgaon,5,"Shop No 11, Viman Pride, Viman Nagar Rd, Clover Park, Viman Nagar, Pune, Maharashtra 411014",1200,25,Locker,3,23
Gym,4,rented,2,Noida,4,"Velgau, Santa Inez, Panaji, Goa 403001",13970,10,Locker,3,22
Departmental Store,2,owned,1,Mumbai,3,"DLF Mall Of India, Sector 18, Noida, Uttar Pradesh 201301",1299,4,Locker,3,28
Pharmacy,7,rented,2,CP,2,"B19, Omaxe City Centre, Sohna Rd, Sector 49, Gurugram, Haryana 122018",2309,11,3P,1,59
Movie theater,6,owned,1,Noida,3,"5/175/18(3), Opposite Government High School, Shantinagar, Durgabhat, Ponda, Goa 403401",3210,14,Locker,3,87
Grocery,3,rented,2,Mumbai,3,"Plot No. 301, 1, Vaddy, Siolim, Goa 403517",36125,11,Locker,3,45
Pharmacy,7,owned,1,Pune,3,"Goa Mall MALL DE GOA NH66 PORVORIM, PILEME, Porvorim, Pilerne, Goa 403501",2296,12,Locker,3,81
Gym,4,owned,1,Gurgaon,3,"Subhash Rd, Vishnu Prasad Society, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057",7066,4,3P,1,16
Grocery,3,owned,1,Mumbai,4,"27th Cross Rd, Jayanagar East, Jaya Nagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011",1299,4,3P,1,55
Grocery,3,rented,2,Dwarka,3,"3rd Floor The Great India Place Plot No A-2, Noida, Uttar Pradesh 201301",4219,4,IHS,2,8
Movie theater,6,rented,2,Noida,5,"SJRA 230, KOCHI COCHIN ERNAKULAM KERALA, S Janatha Rd, Palarivattom, Kochi, Kerala 6820250",2630,4,Locker,3,30
Movie theater,6,rented,2,Gurgaon,3,"Shop No.10 Goal Bagh Opp:-Railway Station, Amritsar, Punjab 143001",10620,10,3P,1,24
Bank,1,owned,1,Dwarka,3,"271/1, Dr Hira Singh Rd, Maya Nagar, Ludhiana, Punjab 141001",47425,10,IHS,2,3
Movie theater,6,rented,2,Jalandar,3,"Crown Plaza, Shop No. 9, Fatehabad Road, Opp. I.T.C, Uttar Pradesh 282001",12983,20,IHS,2,14
Departmental Store,2,owned,1,Noida,4,"Goa Mall MALL DE GOA NH66 PORVORIM, PILEME, Porvorim, Pilerne, Goa 403501",1200,5,IHS,2,15
Bank,1,owned,1,Amritsar,5,"Goa Mall MALL DE GOA NH66 PORVORIM, PILEME, Porvorim, Pilerne, Goa 403501",74767,25,IHS,2,58
Grocery,3,owned,1,Gandhinagar,3,"Muthoot Sky Chef, No-120 Palayam Airport Road Near, Vallakkadavu, Thiruvananthapuram, Kerala 695008",2296,11,IHS,2,50
Lifestyle Store,5,owned,1,Gurgaon,3,"Court, Labour Court Building, Top Floor Old Railway Road, Near District, Gurugram, Haryana 122001",18002,10,Locker,3,81
Pharmacy,7,rented,2,Amritsar,4,"27th Cross Rd, Jayanagar East, Jaya Nagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011",11000,11,3P,1,9
Lifestyle Store,5,rented,2,Gurgaon,2,"Plot C 38-39, Bandra Kurla Complex, Opp MCA Cricket Club, Level 10, A Wing, Crescenzo Building, G Block, Mumbai, Maharashtra 400051",18002,11,3P,1,59
Departmental Store,2,owned,1,Gurgaon,3,"B19, Omaxe City Centre, Sohna Rd, Sector 49, Gurugram, Haryana 122018",2800,11,Locker,3,8
Departmental Store,2,rented,2,Ghaziabad,3,"1-G, Malhar Cinema Rd, G - Block, Sarabha Nagar, Ludhiana, Punjab 141001",6636,12,3P,1,32
Grocery,3,owned,1,Mumbai,2,"115-117, Jhalawar, Patanwala Indl. Estate,Opp, Shreyas Cinema Road, LBS Rd, Ghatkopar West, Mumbai, Maharashtra 400086",1800,3,Locker,3,80
Gym,4,owned,1,Mumbai,3,"DLF Mall Of India, Sector 18, Noida, Uttar Pradesh 201301",1299,11,Locker,3,45
Grocery,3,owned,1,Jalandar,2,"SCO 219 36 D, Chandigarh, 160036",35000,10,Helix,4,32
Bank,1,owned,1,Noida,3,"block no 331 shop, No 5, 15 A, A Block, Sector 15, Noida, Uttar Pradesh 201301",12983,12,IHS,2,3
Gym,4,owned,1,Amritsar,5,"Velgau, Santa Inez, Panaji, Goa 403001",1230,8,Locker,3,45
Pharmacy,7,owned,1,Dwarka,4,"Kanchanjunga Towers, Behind double tree by Hilton, Near, 122011, Sector 56, Gurugram, Haryana 122011",18002,10,Helix,4,3
Grocery,3,owned,1,Amritsar,3,"Durga Bhawan ,Behind Aparna Building,Khalini, Shimla, Himachal Pradesh 171002",6100,3,Locker,3,11
Restraunt,7,owned,1,CP,5,"Bhogilal Hargovindas, 2nd Floor, 18/20, K Dubash Marg, Behind Prince Of Wales Museum, Mumbai G.p.o(fort), VB Gandhi Road, Kala Ghoda, Fort, Mumbai, Maharashtra 400001",11000,10,3P,1,13
Departmental Store,2,owned,1,Dwarka,1,"SJRA 230, KOCHI COCHIN ERNAKULAM KERALA, S Janatha Rd, Palarivattom, Kochi, Kerala 6820250",30875,6,3P,1,31
Departmental Store,2,owned,1,Noida,2,"Durga Bhawan ,Behind Aparna Building,Khalini, Shimla, Himachal Pradesh 171002",2837,7,3P,1,13
Movie theater,6,owned,1,Noida,5,"Sasthamangalam Shree Dhanya Apex 31/747 Sasthamangalam Opp Alibaba And Dishes Sreedhanya Homes, Thiruvananthapuram, Kerala 695010",2837,15,Helix,4,81
Pharmacy,7,owned,1,Gandhinagar,1,"Subhash Rd, Vishnu Prasad Society, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057",18002,9,IHS,2,3
Restraunt,7,owned,1,Ahemdabad,3,"3rd Floor The Great India Place Plot No A-2, Noida, Uttar Pradesh 201301",23413,5,IHS,2,90
Movie theater,6,owned,1,Gandhinagar,5,"Subhash Rd, Vishnu Prasad Society, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057",1200,12,Locker,3,45
Lifestyle Store,5,owned,1,Gurgaon,3,"Reliance MediaWorks Ltd, Ansal Plaza, 3rd, G Block, Palam Vihar, Gurugram, Haryana 122017",1299,5,Locker,3,55
Movie theater,6,owned,1,Mumbai,3,"Building No: 36A, Mall Road, Amritsar, Punjab 143001",6100,14,Locker,3,15
Bank,1,owned,1,Gurgaon,3,"1-G, Malhar Cinema Rd, G - Block, Sarabha Nagar, Ludhiana, Punjab 141001",1299,3,IHS,2,3
Lifestyle Store,5,owned,1,Noida,3,"Plot C 38-39, Bandra Kurla Complex, Opp MCA Cricket Club, Level 10, A Wing, Crescenzo Building, G Block, Mumbai, Maharashtra 400051",23413,6,Locker,3,13
Bank,1,rented,2,Dwarka,3,"Mathura Rd, Opposite Mohan Estata Metro Station, Delhi Metro Housing Complex, Ali Extension, Madanpur Khadar, New Delhi, Delhi 110076",1234,12,3P,1,16
Bank,1,owned,1,Noida,2,"SN 85, Kala Niketan, The Mall Rd, Nr Minerva Hotel, Shimla, Himachal Pradesh 171001",7918,8,3P,1,50
Departmental Store,2,owned,1,Gandhinagar,3,"SJRA 230, KOCHI COCHIN ERNAKULAM KERALA, S Janatha Rd, Palarivattom, Kochi, Kerala 6820250",3864,25,3P,1,23
Lifestyle Store,5,owned,1,CP,5,"ground Floor, plot no New Plaza Marker, Gurgaon, 15, Sector 14, Gurugram, Haryana 122001",10000,25,IHS,2,3
Departmental Store,2,owned,1,Pune,4,"4N Block, Srirampura, Bengaluru, Karnataka 560021",1100,11,3P,1,54
Gym,4,owned,1,Noida,3,"Muthoot Sky Chef, No-120 Palayam Airport Road Near, Vallakkadavu, Thiruvananthapuram, Kerala 695008",20002,20,Locker,3,67
Departmental Store,2,owned,1,Gurgaon,3,"Gurdev Nagar Silver Arc Mall, 3rd &5th floor, Gurdev Nagar, Ludhiana, Punjab 141001",2155,12,3P,1,23
Movie theater,6,owned,1,Mumbai,5,"183, Silver County Road, Kudlu, Bengaluru, Karnataka 560068",74318.4,3,Locker,3,20
Restraunt,7,owned,1,Gurgaon,3,"B19, Omaxe City Centre, Sohna Rd, Sector 49, Gurugram, Haryana 122018",1660,11,IHS,2,81
Movie theater,6,rented,2,Gurgaon,3,"271/1, Dr Hira Singh Rd, Maya Nagar, Ludhiana, Punjab 141001",2800,11,Locker,3,90
Pharmacy,7,rented,2,Noida,5,"Shop No.10 Goal Bagh Opp:-Railway Station, Amritsar, Punjab 143001",1299,12,Locker,3,3
Departmental Store,2,owned,1,Jalandar,3,"Reliance MediaWorks Ltd, Ansal Plaza, 3rd, G Block, Palam Vihar, Gurugram, Haryana 122017",2296,10,3P,1,15
Lifestyle Store,5,owned,1,Gandhinagar,3,"27th Cross Rd, Jayanagar East, Jaya Nagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011",10125,4,3P,1,42
Departmental Store,2,rented,2,Karol Bagh,2,"4N Block, Srirampura, Bengaluru, Karnataka 560021",7420,3,Locker,3,13
Gym,4,rented,2,Gandhinagar,5,"Booth No 7, Madhya Marg, Near SCO No 17, Sector 7C, Chandigarh, 160001",23413,5,Locker,3,20
Gym,4,owned,1,Noida,4,"Plot No. 301, 1, Vaddy, Siolim, Goa 403517",23413,11,Locker,3,55
Gym,4,owned,1,Gurgaon,3,"66 d, Beauty Avenue, Amritsar, Punjab 143104",23452,6,Locker,3,8
Bank,1,owned,1,Gandhinagar,4,"27th Cross Rd, Jayanagar East, Jaya Nagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011",23413,10,IHS,2,45
Restraunt,7,owned,1,Dwarka,5,"SCO-7, Basement, Boparai Complex, Ranjit Ave, Amritsar, Punjab 143001",20002,4,IHS,2,45
Bank,1,owned,1,Noida,5,"5/175/18(3), Opposite Government High School, Shantinagar, Durgabhat, Ponda, Goa 403401",1514,11,3P,1,32
Movie theater,6,owned,1,Noida,5,"The Westin Hotel, Number 1, MG Road, Sector 29, Gurugram, Haryana 122009",7275,3,Locker,3,95
Grocery,3,rented,2,Pune,5,"Shop No. 5, Labh Ashish CHSL, Opp. CNM School Dadabhai Road, Off, SV Rd, Vile Parle West, Mumbai, Maharashtra 400056",2345,14,Locker,3,3
Departmental Store,2,owned,1,Chandigarh,5,"Kanchanjunga Towers, Behind double tree by Hilton, Near, 122011, Sector 56, Gurugram, Haryana 122011",1200,12,Helix,4,65
Lifestyle Store,5,rented,2,Gandhinagar,4,"150, 12th Cross Rd, 2nd Phase, JP Nagar, Bengaluru, Karnataka 560078",18002,14,3P,1,15
Departmental Store,2,rented,2,Dwarka,5,"Shop No.10 Goal Bagh Opp:-Railway Station, Amritsar, Punjab 143001",2498,3,3P,1,20
Restraunt,7,owned,1,Gandhinagar,5,"Opp Foot Bridge, E-245, Rua de Ourém, Altinho, Panaji, Goa 403001",36125,12,3P,1,59
Restraunt,7,owned,1,Mumbai,3,"Shop No. 5, Labh Ashish CHSL, Opp. CNM School Dadabhai Road, Off, SV Rd, Vile Parle West, Mumbai, Maharashtra 400056",18002,12,IHS,2,22
Pharmacy,7,rented,2,Gurgaon,5,"Near Garden Cafe, Edappally - Pukkattupady Rd, Edappally Toll, Unnichira, Koonamthai, Edappally, Ernakulam, Kerala 682024",35000,25,IHS,2,78
Departmental Store,2,owned,1,Gurgaon,3,"66 d, Beauty Avenue, Amritsar, Punjab 143104",9860,11,Locker,3,20
Gym,4,owned,1,Mumbai,3,"SCO 219 36 D, Chandigarh, 160036",23452,11,Helix,4,95
Restraunt,7,owned,1,Gandhinagar,3,"block no 331 shop, No 5, 15 A, A Block, Sector 15, Noida, Uttar Pradesh 201301",1800,18,3P,1,42
Departmental Store,2,owned,1,Gurgaon,5,"Goa Mall MALL DE GOA NH66 PORVORIM, PILEME, Porvorim, Pilerne, Goa 403501",3210,4,IHS,2,16
Departmental Store,2,owned,1,Chandigarh,5,"115-117, Jhalawar, Patanwala Indl. Estate,Opp, Shreyas Cinema Road, LBS Rd, Ghatkopar West, Mumbai, Maharashtra 400086",1953,11,IHS,2,45
Restraunt,7,rented,2,Mumbai,3,"Court, Labour Court Building, Top Floor Old Railway Road, Near District, Gurugram, Haryana 122001",23413,10,3P,1,90
Restraunt,7,owned,1,Noida,5,"Opp Foot Bridge, E-245, Rua de Ourém, Altinho, Panaji, Goa 403001",1800,14,IHS,2,90
Restraunt,7,owned,1,Noida,2,"DLF Mall Of India, Sector 18, Noida, Uttar Pradesh 201301",11000,25,3P,1,72
Departmental Store,2,owned,1,Noida,5,"Opp Foot Bridge, E-245, Rua de Ourém, Altinho, Panaji, Goa 403001",4492,10,Locker,3,41
Movie theater,6,owned,1,Karol Bagh,4,"Plot No. 301, 1, Vaddy, Siolim, Goa 403517",7669,3,IHS,2,18
Gym,4,rented,2,Ghaziabad,3,"251, Sector 37A, Sector 37, Chandigarh, 160036",1200,11,Locker,3,81
Lifestyle Store,5,owned,1,Mumbai,3,"Velgau, Santa Inez, Panaji, Goa 403001",1299,23,Locker,3,54
Movie theater,6,rented,2,Noida,5,"Movers and Packers Gurgaon, Movers and Packers In Gurgaon Packers and Movers Gurgaon, Movers and Packers Gurgaon, Jharsa Rd, Prem Puri, Sector 32, Gurugram, Haryana 122001",8880,11,3P,1,50
Gym,4,owned,1,Mumbai,5,"Velgau, Santa Inez, Panaji, Goa 403001",1295,5,Helix,4,34
Gym,4,owned,1,Jalandar,3,"4-9D, Radha Krishna Tower, Basement Sec.4, Vaishali Main Market, Opp.- Shopprix Mall, Ghaziabad, Uttar Pradesh 201014",10620,5,Locker,3,50
Gym,4,owned,1,Mumbai,2,"Goa Mall MALL DE GOA NH66 PORVORIM, PILEME, Porvorim, Pilerne, Goa 403501",74767,5,3P,1,19
Gym,4,owned,1,Mumbai,3,"A-194, Okhla Industrial Area, Phase-1, Pocket C, Okhla Phase I, Okhla Industrial Area, New Delhi, Delhi 110020",1200,11,Locker,3,52
Grocery,3,rented,2,Noida,3,"SCO-59, 60 Near-Huda Market, Near Apollo Clinic, Sector 56, Gurugram, Haryana 122002",24900,12,3P,1,45
Bank,1,owned,1,Mumbai,1,"5/175/18(3), Opposite Government High School, Shantinagar, Durgabhat, Ponda, Goa 403401",6100,25,3P,1,16
Bank,1,owned,1,Karol Bagh,3,"Himalaya Marg, Kajheri Village, Sector 52, Chandigarh, 160056",9230,20,Locker,3,8
Movie theater,6,owned,1,Noida,5,"6, New Market, Totu, Shimla, Himachal Pradesh 171011",2141,12,Locker,3,55
Bank,1,owned,1,Noida,3,"Near Garden Cafe, Edappally - Pukkattupady Rd, Edappally Toll, Unnichira, Koonamthai, Edappally, Ernakulam, Kerala 682024",30875,11,Locker,3,4
Gym,4,owned,1,Dwarka,5,"Bhogilal Hargovindas, 2nd Floor, 18/20, K Dubash Marg, Behind Prince Of Wales Museum, Mumbai G.p.o(fort), VB Gandhi Road, Kala Ghoda, Fort, Mumbai, Maharashtra 400001",23413,3,IHS,2,89
Departmental Store,2,rented,2,Ghaziabad,2,"4-9D, Radha Krishna Tower, Basement Sec.4, Vaishali Main Market, Opp.- Shopprix Mall, Ghaziabad, Uttar Pradesh 201014",3945,10,Helix,4,81
Restraunt,7,owned,1,Mumbai,3,"Opposite Rithala Metro Station, Swarn Jayanti Park, Sector 10, Rohini, New Delhi, Delhi 110085",1817,12,IHS,2,54
Grocery,3,owned,1,Gurgaon,5,"A-194, Okhla Industrial Area, Phase-1, Pocket C, Okhla Phase I, Okhla Industrial Area, New Delhi, Delhi 110020",35000,25,3P,1,50
Pharmacy,7,owned,1,Gandhinagar,3,"183, Silver County Road, Kudlu, Bengaluru, Karnataka 560068",2141,25,Helix,4,8
Departmental Store,2,owned,1,Gandhinagar,3,"Subhash Rd, Vishnu Prasad Society, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057",1800,14,Locker,3,19
Movie theater,6,owned,1,Noida,3,"Reliance MediaWorks Ltd, Ansal Plaza, 3rd, G Block, Palam Vihar, Gurugram, Haryana 122017",7918,3,3P,1,54
Pharmacy,7,owned,1,Gurgaon,5,"1-G, Malhar Cinema Rd, G - Block, Sarabha Nagar, Ludhiana, Punjab 141001",1800,14,Locker,3,8
