store_type,availability,location,rating  ,society,total_sqft,employees ,programs,programs_val,Dpmo
Super Market,Ready To Move,3rd Block Hrbr Layout,5,NDivaOl,20750,10,IHS,2,71
Super Market,Ready To Move,Electronic City,2,DNeremo,27500,40,IHS,2,62
Super Market,Ready To Move,Yeshwanthpur,3,,27000,42,IHS,2,21
General Store,Ready To Move,Banashankari Stage II,3,Soresea,34050,4,IHS,2,8
Super Market,44000,Vasantapura main road,2,PuendWe,28175,7,IHS,2,67
Super Market,Ready To Move,Yeshwanthpur,1,Saite G,28750,16,Locker,3,72
Super Market,Ready To Move,Chikkalasandra,2,,26500,28,IHS,2,36
General Store,Ready To Move,Escorts Colony,5,Prdowth,43200,1,Locker,3,58
Super Market,43908,Whitefield,2,,15660,24,Locker,3,44
Super Market,Ready To Move,Hoskote,3,Prityel,13500,43,3P,1,2
Super Market,Ready To Move,Jakkur,4,,30000,0,Helix,4,67
Drug Store,Ready To Move,Harlur,3,,35250,8,Locker,3,66
Super Market,Ready To Move,Channasandra,2,ARureig,#VALUE!,20,IHS,2,68
Drug Store,Ready To Move,Sarjapur  Road,3,,24000,6,3P,1,16
Drug Store,Ready To Move,Defence Colony,2,CoiewSy,43200,7,IHS,2,5
Super Market,Ready To Move,Kodigehaali,3,UmrldDr,25250,36,Locker,3,40
Super Market,Ready To Move,Hormavu,2,,42000,49,IHS,2,1
Super Market,Ready To Move,Indira Nagar,2,Prrtht ,7200,4,Locker,3,74
Super Market,Ready To Move,Adugodi,2,,38775,30,IHS,2,70
General Store,Ready To Move,Jalahalli West,1,,27500,10,Locker,3,97
Super Market,Ready To Move,Basavangudi,3,,27000,15,3P,1,60
Super Market,Ready To Move,Vittasandra,2,Niway G,31250,34,IHS,2,13
General Store,Ready To Move,Whitefield,3,,13125,9,Locker,3,61
Super Market,44185,Kengeri,2,Cehosy ,85000,10,Locker,3,87
Super Market,Ready To Move,Ulsoor,5,HovasTe,36625,30,IHS,2,56
Super Market,18-Dec,Marathahalli,3,,51000,38,Locker,3,10
Super Market,44186,Bhoganhalli,2,Sodgere,31875,7,Helix,4,73
Super Market,Ready To Move,Yelahanka,3,Saiewas,39750,16,Locker,3,96
Super Market,Ready To Move,Mico Layout,4,,37500,41,IHS,2,12
Super Market,44186,J C Nagar,8,PrarePa,22000,31,IHS,2,73
Drug Store,Ready To Move,Yelachenahalli,3,Pelle P,12150,8,Locker,3,54
Super Market,Ready To Move,Banjara Layout,5,,42325,36,Locker,3,57
Super Market,Ready To Move,Mallasandra,2,ARureig,25225,9,Locker,3,22
Super Market,Ready To Move,Nagarbhavi,4,Prrtht ,43075,22,IHS,2,96
Super Market,Ready To Move,9th Phase JP Nagar,2,JRrnauv,12000,3,IHS,2,87
Super Market,44092,Kasavanhalli,2,DSestma,41625,25,Locker,3,67
Super Market,Ready To Move,Koramangala,2,PaontWa,18180,39,IHS,2,78
Drug Store,Ready To Move,Jalahalli,3,,42425,7,Locker,3,55
Super Market,43969,Marathahalli,3,Prensya,36250,46,Locker,3,1
Super Market,43908,Kodichikkanahalli,1,Vapasrk,41625,42,Locker,3,8
Super Market,Ready To Move,Hennur Road,3,SVineun,36875,44,3P,1,93
Super Market,Ready To Move,Channasandra Layout,5,Neisei ,12000,15,Locker,3,48
General Store,Ready To Move,HSR Layout,2,,27500,1,IHS,2,95
General Store,44183,Shikaripalya,3,,13500,15,Helix,4,90
General Store,Ready To Move,Hoodi,1,Suncy R,13500,16,Locker,3,74
Super Market,Ready To Move,Kengeri,2,,12500,40,IHS,2,69
Drug Store,Ready To Move,Bannerghatta Road,3,Prigh L,33250,2,IHS,2,99
Super Market,43969,Yelenahalli,2,,12000,4,IHS,2,13
General Store,Ready To Move,Lakshminarayana Pura,3,AkncyRe,35900,13,Locker,3,49
Drug Store,Ready To Move,Dommasandra,4,,9225,8,IHS,2,61
Super Market,Ready To Move,Bagalakunte,4,Krtiqa ,39375,40,IHS,2,40
Drug Store,Ready To Move,Sanjay nagar,2,,19550,7,IHS,2,91
Super Market,Ready To Move,Hosakerehalli,2,,13500,6,IHS,2,34
Super Market,Ready To Move,Doddathoguru,2,,9630,0,IHS,2,13
Super Market,Ready To Move,Electronic City,3,,32825,18,IHS,2,76
Super Market,Ready To Move,Hennur,3,Maity W,11700,25,IHS,2,27
Super Market,43969,Koppa,3,Alestrb,25200,19,IHS,2,3
General Store,Ready To Move,Sarjapur  Road,3,Sungspr,82375,0,Locker,3,55
Super Market,Ready To Move,Kaggadasapura,2,,39400,9,IHS,2,73
Super Market,Ready To Move,Whitefield,3,Dhalsh ,12000,16,Helix,4,27
General Store,Ready To Move,7th Phase JP Nagar,2,Assha A,31500,1,IHS,2,43
Super Market,Ready To Move,Hebbal,3,,9819,13,Locker,3,35
Super Market,44182,Hebbal,2,,32750,44,IHS,2,20
Drug Store,Ready To Move,Kaverappa Layout,2,Prana S,63100,6,3P,1,86
Super Market,Ready To Move,Ramagondanahalli,2,,30400,27,Locker,3,79
Super Market,Ready To Move,Kengeri,2,Cevely ,33225,10,Helix,4,46
Super Market,43941,Ramagondanahalli,3,LendaVi,24000,31,Locker,3,40
Super Market,Ready To Move,Kengeri Satellite Town,2,RInceeg,27850,17,Locker,3,35
Super Market,Ready To Move,Thanisandra,2,AxinoCi,36500,39,IHS,2,84
Super Market,44061,Gollahalli,2,DNionfl,12000,19,IHS,2,5
Super Market,Ready To Move,Munnekollal,43,Sothin ,13500,5,IHS,2,65
Super Market,Ready To Move,R.T. Nagar,3,Rasom B,27550,36,3P,1,63
Drug Store,Ready To Move,Thigalarapalya,2,Thessrm,43000,0,Locker,3,14
Super Market,44031,Kanakapura,2,Soazak ,35375,39,IHS,2,38
Super Market,44184,Jakkur,2,Goted U,37475,42,Locker,3,85
Super Market,Ready To Move,Electronics City Phase 1,2,,27000,17,Locker,3,70
Super Market,Ready To Move,Thanisandra,2,ViensRK,84150,28,IHS,2,68
Super Market,Ready To Move,Bapuji Layout,8,Maantr ,16200,31,3P,1,59
Super Market,Ready To Move,Marathahalli,3,PrityTr,31000,32,IHS,2,86
General Store,Ready To Move,Keshava Nagar,2,,27500,10,Locker,3,28
Super Market,Ready To Move,Hormavu,3,Hirio L,42075,24,Helix,4,23
Drug Store,Ready To Move,Bannerghatta Road,2,,28750,7,3P,1,26
Super Market,Ready To Move,Devanahalli,4,ShdIHSa,47000,41,Locker,3,100
Gas Station,Ready To Move,Hebbal,2,,28750,10,Locker,3,55
Super Market,Ready To Move,Chamrajpet,9,Pyikad ,41625,7,IHS,2,5
Super Market,Ready To Move,Chandapura,2,Prityel,34625,44,Locker,3,84
Super Market,Ready To Move,Kengeri Satellite Town,3,,19100,29,IHS,2,16
Super Market,Ready To Move,Gattahalli,3,,42982.5,46,Locker,3,11
Super Market,Ready To Move,Rachenahalli,1,Bhide P,11925,39,Locker,3,16
Super Market,Ready To Move,Banashankari Stage II,3,Koagati,33250,2,3P,1,46
Super Market,Ready To Move,Haralur Road,3,DLhtsen,25000,17,IHS,2,2
Super Market,Ready To Move,Ardendale,3,,15000,19,Helix,4,5
Super Market,44061,Kaggalipura,2,,25000,26,Helix,4,49
Super Market,Ready To Move,Hoskote,5,Sahtsva,28975,2,Helix,4,38
Super Market,Ready To Move,Uttarahalli,3,Mayne A,53600,3,3P,1,49
Super Market,43969,Ramamurthy Nagar,3,,10450,35,IHS,2,54
Super Market,Ready To Move,Hebbal,2,,29500,15,Helix,4,26
Super Market,Ready To Move,Electronic City,2,Brrds O,32250,12,Locker,3,14
Drug Store,Ready To Move,Marathahalli,2,,6000,1,Locker,3,66
Super Market,44187,AECS Layout,2,PrarePa,13125,7,IHS,2,72
Drug Store,Ready To Move,2Electronic City Phase II,27,,61360,3,IHS,2,100
Super Market,Ready To Move,Lakkasandra Extension,5,NDionas,33575,37,3P,1,49
Super Market,Ready To Move,Padmanabhanagar,3,,20640,37,IHS,2,68
Drug Store,43969,"Whietfield, ",3,,13500,6,Locker,3,84
Super Market,Ready To Move,Yelahanka,,Prncyrn,7650,27,IHS,2,6
Super Market,Ready To Move,Maruthi Sevanagar,4,Aklia R,30375,43,Locker,3,66
General Store,Ready To Move,Cleveland Town,2,Prersis,31250,12,Locker,3,79
Super Market,Ready To Move,Old Madras Road,3,GonumPl,35750,41,Helix,4,24
Super Market,Ready To Move,Kadugodi,3,,9720,26,Locker,3,95
General Store,Ready To Move,Sneha Colony,2,,26250,3,IHS,2,6
General Store,18-May,Kannamangala,3,Asoilul,14750,7,3P,1,80
General Store,Ready To Move,Chikkalasandra,3,NaensGa,28850,18,Locker,3,53
Super Market,44030,JP Nagar,3,,15000,9,Locker,3,74
Super Market,Ready To Move,Jayamahal,2,LeDuvMy,38750,24,Locker,3,73
Super Market,Ready To Move,Electronic City,2,PuandHi,50000,39,Helix,4,66
Super Market,Ready To Move,TC Palaya,3,Maana E,39325,42,Helix,4,36
Drug Store,Ready To Move,Akshaya Nagar,2,,30500,0,Locker,3,16
Super Market,Ready To Move,LB Shastri Nagar,8,EvestPi,30750,25,IHS,2,40
Super Market,Ready To Move,Electronic City,2,,14150,5,IHS,2,97
Super Market,Ready To Move,Yelahanka,3,Peide L,300000,34,IHS,2,1
Super Market,44061,Raja Rajeshwari Nagar,3,Prllsan,42575,38,Locker,3,70
General Store,Ready To Move,Somasundara Palya,3,,24000,7,3P,1,10
Drug Store,Ready To Move,Haralur Road,2,Prrry M,15750,9,IHS,2,53
General Store,Ready To Move,Neeladri Nagar,2,Hoxiaa ,28750,3,IHS,2,45
General Store,Ready To Move,Banashankari Stage III,3,Jaood G,29000,9,IHS,2,24
Super Market,43969,Banashankari,2,Jaades ,27500,8,Locker,3,4
Drug Store,Ready To Move,Budigere,2,,42075,6,3P,1,67
Super Market,Ready To Move,Kannamangala,2,Malex C,15000,9,IHS,2,80
Super Market,Ready To Move,Thanisandra,2,Bhinglv,39500,26,IHS,2,13
Super Market,44153,Jigani,3,Bhe 2ko,33000,2,Locker,3,88
Super Market,Ready To Move,Srirampura,2,,34625,16,IHS,2,40
General Store,Ready To Move,Sonnenahalli,2,,33750,11,IHS,2,28
Super Market,Ready To Move,Ramesh Nagar,2,LoentKr,25300,21,Locker,3,99
Super Market,Ready To Move,Sarjapur  Road,3,Dhalsh ,29925,1,Locker,3,13
Super Market,Ready To Move,7th Phase JP Nagar,2,AszarAl,14400,43,Locker,3,18
Super Market,44182,Coconut Grove Layout,2,SaareNo,22500,27,IHS,2,71
General Store,Ready To Move,Kasavanhalli,4,,9585,10,IHS,2,15
Super Market,Ready To Move,Chikkalasandra,3,GMilse ,33000,33,Locker,3,10
Drug Store,Ready To Move,Whitefield,2,,25000,1,Locker,3,86
General Store,Ready To Move,Yeshwanthpur,3,,28800,14,3P,1,29
Drug Store,Ready To Move,Electronic City Phase II,2,,15375,4,Locker,3,86
General Store,Ready To Move,Sarjapur  Road,3,HawerMa,25500,16,Locker,3,95
Super Market,Ready To Move,Subramanyapura,2,,13000,2,Locker,3,3
Super Market,44184,Bommasandra Industrial Area,2,,9000,18,IHS,2,60
Super Market,Ready To Move,Whitefield,3,IDldsin,18963,27,IHS,2,48
Super Market,Ready To Move,Balagere,2,Mameser,75000,26,IHS,2,34
Super Market,Ready To Move,Whitefield,4,Maana E,11700,41,IHS,2,21
Super Market,Ready To Move,Sarjapur  Road,2,,13500,14,Locker,3,37
Super Market,Ready To Move,BTM Layout,3,Vaoodar,18000,39,IHS,2,39
Super Market,Ready To Move,Uttarahalli,3,Eladero,12000,21,Locker,3,60
General Store,Ready To Move,Yelahanka New Town,2,Miershi,37500,10,Locker,3,10
Super Market,Ready To Move,Old Madras Road,2,NRowse ,62500,49,IHS,2,24
Super Market,18-Feb,Chandra Layout,7,BrlisCo,8145,36,IHS,2,97
Super Market,44183,Domlur,3,Jaades ,42500,33,Helix,4,62
Super Market,Ready To Move,Giri Nagar,6,Adeatlm,4320,34,IHS,2,37
Drug Store,Ready To Move,Kanakpura Road,3,,35750,1,Locker,3,91
Drug Store,Ready To Move,Hebbal,2,Thessrm,8970,5,IHS,2,80
Super Market,43881,Electronic City,3,Saahaat,29000,7,Locker,3,88
Super Market,Ready To Move,Thirupalya,2,Shncyes,67500,17,IHS,2,37
Super Market,Ready To Move,Sector 7 HSR Layout,3,Unm 2El,6000,19,Locker,3,56
Super Market,Ready To Move,Tumkur Road,2,,25475,18,IHS,2,32
Super Market,Ready To Move,Hessarghatta,2,Somumys,8000,19,3P,1,54
Super Market,Ready To Move,Vijayanagar,2,,12330,40,3P,1,89
Super Market,Ready To Move,Horamavu Agara,2,Drente ,28825,39,IHS,2,89
Super Market,44122,Banashankari,2,DSapeSk,29375,46,IHS,2,8
Super Market,44183,Kanakpura Road,1,Klark L,6000,33,Locker,3,26
Super Market,43939,Defence Colony,2,GMown E,28750,18,Locker,3,82
Super Market,Ready To Move,Kaval Byrasandra,1,PuziaVe,10350,38,Locker,3,28
Super Market,Ready To Move,Rajarajeshwari nagar,3,Cruran ,35000,39,IHS,2,82
General Store,Ready To Move,SBM Colony,3,PuandHi,42250,15,Locker,3,13
Drug Store,43939,Nagadevanahalli,3,,32875,4,3P,1,44
Super Market,43970,Ullal Road,5,Soini T,37200,37,IHS,2,97
Super Market,Ready To Move,Vittasandra,2,Usquaya,9180,31,IHS,2,43
Super Market,Ready To Move,Hosa Road,2,,27300,16,IHS,2,21
Super Market,Ready To Move,Raja Rajeshwari Nagar,4,Srhan P,11475,38,Helix,4,75
Super Market,Ready To Move,Frazer Town,3,Shine S,33500,24,IHS,2,95
Super Market,Ready To Move,Banaswadi,2,,12000,28,Helix,4,96
Super Market,Ready To Move,Ambedkar Colony,3,Thiced ,16650,42,Locker,3,35
General Store,Ready To Move,Lakshminarayana Pura,2,,51800,11,Locker,3,6
General Store,Ready To Move,Babusapalaya,6,Tantsod,89900,18,IHS,2,84
Super Market,Ready To Move,Bannerghatta,3,DNeremo,46250,17,Helix,4,11
General Store,43879,Jigani,,,31575,10,IHS,2,21
General Store,Ready To Move,Talaghattapura,3,,42875,9,Helix,4,1
Super Market,Ready To Move,Hegde Nagar,3,Shthi S,4905,38,IHS,2,80
Super Market,Ready To Move,Motappa Layout,2,Mandsi ,24250,34,Locker,3,77
Super Market,Ready To Move,Srinagar,6,YCnce R,30325,33,3P,1,91
Super Market,Ready To Move,OLd Gurappanapalya,3,Daives ,6000,21,Locker,3,83
Super Market,18-Apr,Battarahalli,3,Alsta F,8000,26,Locker,3,67
Super Market,Ready To Move,Thanisandra,1,Neite T,9000,20,Locker,3,86
General Store,Ready To Move, Devarabeesana Halli,2,,10800,13,IHS,2,70
Drug Store,44153,Doddathoguru,3,,39375,1,IHS,2,26
Super Market,44183,Hennur Road,3,S2oveat,34925,5,IHS,2,47
Drug Store,Ready To Move,Akshaya Nagar,3,,42975,3,IHS,2,14
Super Market,Ready To Move,Doddakannelli,3,Asintas,11160,17,IHS,2,10
Super Market,Ready To Move,Chokkanahalli,1,LeeyaCa,37500,23,IHS,2,9
General Store,Ready To Move,Hormavu,2,Vitat H,42925,13,IHS,2,7
Super Market,Ready To Move,Kundalahalli,2,Toiasle,10876.59,19,Locker,3,48
Super Market,Ready To Move,Doddagubbi,2,Prityel,22500,17,IHS,2,18
Drug Store,43939,Jigani,3,,30750,8,Locker,3,86
General Store,43908,Jalahalli,1,Paestol,24125,19,Helix,4,76
Super Market,Ready To Move,Akshayanagara West,2,Srnumum,73300,38,Locker,3,96
General Store,Ready To Move,Rustam Bagh Layout,2,,29500,17,IHS,2,34
Super Market,Ready To Move,Kundalahalli,3,Shitt S,36500,27,Locker,3,11
Super Market,44061,Ramamurthy Nagar,2,SNnia E,43900,28,IHS,2,92
Super Market,Ready To Move,5th Phase JP Nagar,2,,104750,45,IHS,2,93
Drug Store,Ready To Move,Hennur Road,2,,12800,6,3P,1,1
Super Market,Ready To Move,Devanahalli,1,Puownm ,47000,4,Locker,3,18
General Store,Ready To Move,Bannerghatta Road,6,ArnzaFi,26575,8,Locker,3,56
Super Market,44183,Kanakpura Road,2,Sanzaat,11700,40,IHS,2,61
General Store,Ready To Move,Electronic City,1,PancyRe,48375,12,Locker,3,24
Drug Store,Ready To Move,Horamavu Banaswadi,3,,23750,8,Locker,3,80
Super Market,Ready To Move,Malleshpalya,3,Spews L,15000,48,Locker,3,85
General Store,Ready To Move,Dasarahalli,2,,33300,18,IHS,2,49
Super Market,Ready To Move,Vijayabank bank layout,2,,15750,27,Locker,3,86
Super Market,43939,Kothanur,3,Muistry,32500,18,Locker,3,7
Drug Store,Ready To Move,Hegde Nagar,2,,12000,1,3P,1,88
Super Market,Ready To Move,Varthur,3,Gancy P,37500,1,3P,1,32
Super Market,Ready To Move,Garudachar Palya,3,RatatHa,31575,5,Locker,3,55
Super Market,Ready To Move,Sanjay nagar,2,DSensn ,10800,31,Locker,3,65
Super Market,44121,Laggere,1,ViistLa,14535,27,IHS,2,67
Super Market,44000,Yelahanka,1,SSestth,48750,23,Locker,3,65
Super Market,44186,Nayandanahalli,2,PrarePa,8200,5,Locker,3,1
Super Market,Ready To Move,Hebbal Kempapura,4,Koagati,10400,44,Locker,3,46
Super Market,43969,Sarjapur  Road,4,,40250,5,Helix,4,64
General Store,Ready To Move,Sathya Sai Layout,4,,300000,15,IHS,2,65
Super Market,43939,Banashankari,3,,46475,42,Locker,3,83
General Store,Ready To Move,Electronic City,2,Pronyt ,15000,14,IHS,2,48
Super Market,Ready To Move,7th Phase JP Nagar,8,PhestOn,40375,10,Locker,3,100
General Store,Ready To Move,Bhuvaneshwari Nagar,2,Monorh ,30000,19,Locker,3,87
Super Market,Ready To Move,Cambridge  road,3,Saestde,25375,15,IHS,2,95
General Store,Ready To Move,TC Palaya,2,,19500,19,Locker,3,81
General Store,Ready To Move,Billekahalli,4,,42125,9,Helix,4,4
Super Market,Ready To Move,Williams Town,3,OriewLa,9540,49,IHS,2,21
Super Market,44030,Kamala Nagar,3,ViistLa,38300,29,IHS,2,51
Super Market,Ready To Move,GM Palaya,3,SoosePr,15840,12,Locker,3,73
Drug Store,Ready To Move,RMV 2nd Stage,2,,24300,8,IHS,2,27
Super Market,Ready To Move,Electronic City Phase II,2,,12300,15,Helix,4,58
Super Market,Ready To Move,7th Phase JP Nagar,3,Vimesar,28800,32,Locker,3,43
General Store,Ready To Move,Electronics City Phase 1,3,AReenui,11520,19,IHS,2,83
Drug Store,Ready To Move,Uttarahalli,3,,29625,7,3P,1,83
Super Market,Ready To Move,Gunjur,2,,35800,41,IHS,2,29
Super Market,44061,Rajaji Nagar,4,DSeldpr,11430,16,3P,1,99
Super Market,43939,Whitefield,3,,17073,10,IHS,2,68
Super Market,Ready To Move,Hennur Road,3,PaantPl,35275,18,Locker,3,64
General Store,Ready To Move,Sarjapur  Road,2,Foisha ,39076.25,2,IHS,2,4
Super Market,Ready To Move,Dasanapura,4,,32125,45,Locker,3,8
Super Market,44061,Cunningham Road,4,SuVue S,13500,40,Locker,3,75
Super Market,Ready To Move,Judicial Layout,3,AaineSi,29350,17,Locker,3,31
Super Market,Ready To Move,Ngef Layout,2,,7605,9,Locker,3,25
Super Market,Ready To Move,Electronic City,3,Prtanha,19800,14,Helix,4,5
Drug Store,Ready To Move,Seegehalli,2,,15600,8,3P,1,76
Super Market,Ready To Move,Banashankari Stage II,4,DLhtsan,51312,32,IHS,2,14
Super Market,Ready To Move,Kalkere,2,PlhtsHe,28125,49,IHS,2,53
Super Market,Ready To Move,Hennur Road,2,NRosete,88050,47,3P,1,62
Drug Store,Ready To Move,Jalahalli,2,,9000,0,IHS,2,45
Super Market,Ready To Move,Kadubeesanahalli,3,Shony S,36250,28,Helix,4,45
Super Market,Ready To Move,Vishwapriya Nagar,4,,12663,18,Locker,3,89
Super Market,Ready To Move,Uttarahalli,2,,25000,37,Locker,3,16
Super Market,19-Dec,Bellandur,2,Ceezey ,6000,25,IHS,2,61
Super Market,Ready To Move,Poornapragna Housing Society Layout,3,Sonyxa ,27375,23,Locker,3,88
Super Market,44187,NRI Layout,3,,39125,29,3P,1,8
Drug Store,Ready To Move,Rajaji Nagar,3,,31250,1,IHS,2,59
Drug Store,Ready To Move,LB Shastri Nagar,2,,37125,3,Locker,3,58
Super Market,Ready To Move,Yelahanka,3,,31150,48,3P,1,24
Super Market,43969,Electronic City Phase II,2,SNbay G,22500,7,IHS,2,1
Super Market,Ready To Move,Nrupathunga Nagar,7,,30000,13,Locker,3,42
Super Market,19-Mar,Poorna Pragna Layout,2,Prtates,55375,12,Locker,3,18
Drug Store,Ready To Move,Tejaswini Nagar,3,,35800,8,IHS,2,84
Super Market,Ready To Move,Electronic City,2,DLhtsan,32125,13,Helix,4,77
Super Market,Ready To Move,Kanakpura Road,3,Soitya ,30000,28,IHS,2,90
Super Market,43908,Billekahalli,2,Prarkun,22625,48,Locker,3,68
Drug Store,Ready To Move,Sarjapur  Road,2,,#VALUE!,0,3P,1,46
Super Market,44125,ISRO Layout,4,PrarePa,25200,25,IHS,2,82
Super Market,18-Oct,"Off Sarjapur Road, ",3,,37500,13,Locker,3,52
Drug Store,Ready To Move,Yelahanka,2,BaiseBa,27250,6,Helix,4,6
Super Market,Ready To Move,Gubbalala,3,Mania G,42650,32,Locker,3,72
Super Market,Ready To Move,Thanisandra,3,,38750,16,Locker,3,61
Drug Store,Ready To Move,Sarjapur  Road,3,,23600,9,IHS,2,70
Super Market,Ready To Move,Harlur,4,Jae 1ke,13500,17,3P,1,11
Super Market,Ready To Move,Uttarahalli,3,Niacesa,26750,20,Locker,3,26
Super Market,Ready To Move,Banagirinagar,3,,36750,20,IHS,2,23
General Store,Ready To Move,Akshaya Nagar,2,Skesta ,9270,12,Locker,3,78
Super Market,Ready To Move,Hegde Nagar,3,ViisePa,19431,35,Locker,3,77
Super Market,Ready To Move,Devanahalli,2,JRrnauv,5085,44,Locker,3,67
Drug Store,Ready To Move,Thanisandra,3,,12771,0,Locker,3,71
Super Market,43908,Horamavu Agara,3,GMown E,34850,46,IHS,2,46
Super Market,Ready To Move,Balagere,2,Jaitira,36500,26,Locker,3,83
Super Market,Ready To Move,Domlur,2,,57000,19,IHS,2,89
Drug Store,Ready To Move,Bommenahalli,3,,18000,4,Helix,4,34
Drug Store,Ready To Move,Kudlu Gate,4,,35450,7,IHS,2,3
General Store,Ready To Move,Rachenahalli,2,Vaens G,23125,17,IHS,2,18
Super Market,Ready To Move,Ganga Nagar,3,Soresea,11520,13,Locker,3,19
Super Market,44183,Dasanapura,2,Mahesr ,13500,30,IHS,2,28
Super Market,Ready To Move,Challaghatta,2,IBityin,32625,22,IHS,2,99
General Store,44183,Thigalarapalya,2,,36450,3,IHS,2,15
Super Market,Ready To Move,Subramanyapura,3,,12000,36,IHS,2,78
Super Market,Ready To Move,Haralur Road,2,,28200,19,3P,1,30
Drug Store,Ready To Move,Chikkalasandra,2,,30400,4,Locker,3,25
Super Market,Ready To Move,NRI Layout,2,SNity S,38300,12,IHS,2,63
Super Market,Ready To Move,R.T. Nagar,2,Srersas,32500,11,IHS,2,34
Drug Store,Ready To Move,1st Phase JP Nagar,3,,25975,5,3P,1,8
Super Market,Ready To Move,RMV Extension,3,Puarent,42450,27,Locker,3,33
Super Market,Ready To Move,Kanakpura Road,2,Niiewem,#VALUE!,39,IHS,2,40
General Store,Ready To Move,Hoodi,3,Reodsnc,9657,8,IHS,2,71
Super Market,43908,Hebbal,3,Koagati,35000,34,IHS,2,17
Super Market,Ready To Move,Basavangudi,2,Goateds,27000,17,3P,1,14
Drug Store,Ready To Move,Electronic City,3,,32250,0,Helix,4,16
General Store,Ready To Move,Akshaya Nagar,3,Hoensti,19980,12,IHS,2,10
Super Market,Ready To Move,Bannerghatta Road,3,,13750,44,Locker,3,93
Super Market,43939,Whitefield,2,,46175,35,Locker,3,38
Super Market,44183,Mysore Road,3,SNbay G,10000,34,IHS,2,98
General Store,Ready To Move,Horamavu Agara,2,,26400,15,IHS,2,72
General Store,Ready To Move,Raja Rajeshwari Nagar,2,Brnia G,37875,5,IHS,2,28
Super Market,44183,Pai Layout,2,Prtates,32375,3,Locker,3,82
Super Market,Ready To Move,Channasandra,2,TealeRo,28500,7,Helix,4,74
Super Market,Ready To Move,Bommanahalli,2,Mileeou,36250,36,3P,1,95
Super Market,Ready To Move,Whitefield,1,ARaveSa,28925,17,IHS,2,44
General Store,Ready To Move,CV Raman Nagar,2,ApallEn,26500,11,Locker,3,58
Super Market,Ready To Move,Anjana Nagar,5,Assha A,40375,0,IHS,2,36
Super Market,Ready To Move,Old Madras Road,3,Krntsee,22625,40,3P,1,44
